nombre_variable,codigo_categoria,categoria
AREA,05,Medellín AM
AREA,08,Barranquilla AM
AREA,11,Bogotá DC
AREA,13,Cartagena
AREA,15,Tunja
AREA,17,Manizales AM
AREA,18,Florencia
AREA,19,Popayán
AREA,20,Valledupar
AREA,23,Montería
AREA,27,Quibdó
AREA,41,Neiva
AREA,44,Riohacha
AREA,47,Santa Marta
AREA,50,Villavicencio
AREA,52,Pasto
AREA,54,Cúcuta AM
AREA,63,Armenia
AREA,66,Pereira AM
AREA,68,Bucaramanga AM
AREA,70,Sincelejo
AREA,73,Ibagué
AREA,76,Cali AM
CLASE,1,Urbano
CLASE,2,Rural
DPTO,05,Antioquia
DPTO,08,Atlántico
DPTO,11,Bogotá DC
DPTO,13,Bolívar
DPTO,15,Boyacá
DPTO,17,Caldas
DPTO,18,Caquetá
DPTO,19,Cauca
DPTO,20,Cesar
DPTO,23,Córdoba
DPTO,25,Cundinamarca
DPTO,27,Chocó
DPTO,41,Huila
DPTO,44,La guajira
DPTO,47,Magdalena
DPTO,50,Meta
DPTO,52,Nariño
DPTO,54,Norte de santander
DPTO,63,Quindio
DPTO,66,Risaralda
DPTO,68,Santander
DPTO,70,Sucre
DPTO,73,Tolima
DPTO,76,Valle del cauca
P3038,1,Hombres
P3038,2,Mujeres
P3038,3,Ambos sexos
P3038,4,Otro ¿Cuál?
P3039,1,Hombre
P3039,2,Mujer
P3039,3,Hombre trans
P3039,4,Mujer trans
P3039,5,Otro ¿Cuál?
P3041,1,Pública
P3041,2,Privada
P3042,1,Ninguno
P3042,10,Universitaria
P3042,11,Especialización
P3042,12,Maestría
P3042,13,Doctorado
P3042,2,Preescolar
P3042,3,Básica primaria (1o - 5o)
P3042,4,Básica secundaria (6o - 9o)
P3042,5,Media académica (Bachillerato clásico)
P3042,6,Media técnica (Bachillerato técnico)
P3042,7,Normalista
P3042,8,Técnica profesional
P3042,9,Tecnológica
P3042,99,"No sabe, no informa"
P6050,1,Jefe (a) del hogar
P6050,2,"Pareja, esposo(a), cónyuge, compañero(a)"
P6050,3,"Hijo(a), hijastro(a)"
P6050,4,Nieto(a)
P6050,5,Otro pariente
P6050,6,Empleado(a) del servicio doméstico y sus parientes
P6050,7,Pensionista
P6050,8,Trabajador
P6050,9,Otro no pariente
P6070,1,No esta casado(a) y vive en pareja hace menos de dos años
P6070,2,No esta casado (a) y vive en pareja hace dos años o más
P6070,3,Esta casado (a)
P6070,4,Esta separado (a) o divorciado (a)
P6070,5,Esta viudo (a)
P6070,6,Esta soltero (a)
P6071,1,Sí
P6071,2,No
P6080,1,Indígena
P6080,2,Gitano (a) (Rom)
P6080,3,"Raizal del archipiélago de San Andrés, Providencia y Santa Catalina"
P6080,4,Palenquero (a) de San Basilio
P6080,5,"Negro (a), mulato (a) (afrodescendiente), afrocolombiano(a)"
P6080,6,Ninguno de los anteriores
P6081,1,Sí
P6081,2,No
P6081,3,Fallecido
P6083,1,Sí
P6083,2,No
P6083,3,Fallecida
P6090,1,Sí
P6090,2,No
P6090,9,"No sabe, no informa"
P6100,1,Contributivo (eps)?
P6100,2,"Especial ? (fuerzas armadas, ecopetrol, universidades públicas)"
P6100,3,Subsidiado? (eps-s)
P6100,9,"No sabe, no informa"
P6110,1,... paga una parte y otra la empresa o patrón
P6110,2,Le descuentan de la pensión
P6110,3,... paga la totalidad de la afiliación
P6110,4,Paga completamente la empresa o patrón donde trabaja o trabajó
P6110,5,"No paga, es beneficiario"
P6110,6,"No sabe, no informa"
P6160,1,Sí
P6160,2,No
P6170,1,Sí
P6170,2,No
DPTO,05,Antioquia
DPTO,08,Atlántico
DPTO,13,Bolívar
DPTO,15,Boyacá
DPTO,17,Caldas
DPTO,18,Caquetá
DPTO,19,Cauca
DPTO,20,César
DPTO,23,Córdoba
DPTO,25,Cundinamarca
DPTO,27,Chocó
DPTO,41,Huila
DPTO,44,La guajira
DPTO,47,Magdalena
DPTO,50,Meta
DPTO,52,Nariño
DPTO,54,Norte de santander
DPTO,63,Quindío
DPTO,66,Risaralda
DPTO,68,Santander
DPTO,70,Sucre
DPTO,73,Tolima
DPTO,76,Valle del cauca
P4000,1,Casa
P4000,2,Apartamento
P4000,3,Cuarto (s) en inquilinato
P4000,4,Cuarto (s) en otro tipo de estructura
P4000,5,Vivienda indígena
P4000,6,"Otra vivienda (carpa, vagón, embarcación, cueva, refugio natural, etc.)"
P4010,1,"Ladrillo, bloque, material prefabricado, piedra"
P4010,2,Madera pulida
P4010,3,Adobe o tapia pisada
P4010,4,Bahareque
P4010,5,"Madera burda, tabla, tablón"
P4010,6,Guadua
P4010,7,"Caña, esterilla, otro tipo de material vegetal"
P4010,8,"Zinc, tela, cartón, latas, desechos, plástico"
P4010,9,Sin paredes
P4020,1,"Tierra, arena"
P4020,2,"Cemento, gravilla"
P4020,3,"Madera burda, tabla, tablón, otro vegetal"
P4020,4,"Baldosín, ladrillo, vinisol, otros materiales sintéticos"
P4020,5,Mármol
P4020,6,Madera pulida
P4020,7,Alfombra o tapete de pared a pared
P4030S1,1,Sí
P4030S1,2,No
P4030S1A1,0,Conexión pirata
P4030S1A1,1,Bajo - bajo
P4030S1A1,2,Bajo
P4030S1A1,3,Medio - bajo
P4030S1A1,4,Medio
P4030S1A1,5,Medio - alto
P4030S1A1,6,Alto
P4030S1A1,9,No sabe o cuenta con planta eléctrica
P4030S2,1,Sí
P4030S2,2,No
P4030S3,1,Sí
P4030S3,2,No
P4030S4,1,Sí
P4030S4,2,No
P4030S5,1,Sí
P4030S5,2,No
P5020,1,Inodoro conectado a alcantarillado
P5020,2,Inodoro conectado a pozo séptico
P5020,3,Inodoro sin conexión
P5020,4,Letrina
P5020,5,Bajamar
P5020,6,No tiene servicio sanitario
P5030,1,De uso exclusivo de las personas del hogar
P5030,2,Compartido con personas de otros hogares
P5040,1,Por recolección pública o privada
P5040,2,"La tiran a un río, quebrada, caño o laguna"
P5040,3,"La tiran a un patio, lote, zanja o baldío"
P5040,4,La queman o entierran
P5040,5,La eliminan de otra forma
P5050,1,De acueducto por tubería
P5050,10,Agua embotellada o en bolsa
P5050,2,De otra fuente por tubería
P5050,3,De pozo con bomba
P5050,4,"De pozo sin bomba, aljibe, jagüey o barreno"
P5050,5,Aguas lluvias
P5050,6,"Río, quebrada, nacimiento ó manantial"
P5050,7,De pila pública
P5050,8,Carro tanque
P5050,9,Aguatero
P5070,1,En un cuarto usado solo para cocinar?
P5070,2,En un cuarto usado también para dormir?
P5070,3,En una sala comedor con lavaplatos?
P5070,4,En una sala comedor sin lavaplatos?
P5070,5,"En un patio, corredor, enramada, al aire libre?"
P5070,6,"En ninguna parte, no preparan alimentos?"
P5080,1,Electricidad
P5080,2,"Petróleo, gasolina, kerosene, alcohol"
P5080,3,Gas natural conectado a red pública
P5080,4,Gas propano en cilindro o pipeta
P5080,5,"Leña, madera o carbón de leña"
P5080,6,Carbón mineral
P5080,7,Materiales de desecho
P5090,1,"Propia, totalmente pagada"
P5090,2,"Propia, la están pagando"
P5090,3,En arriendo subarriendo
P5090,4,En usufructo
P5090,5,Posesión sin título
P5090,6,Propiedad colectiva
P5090,7,Otra
P6240,1,Trabajando
P6240,2,Buscando trabajo
P6240,3,Estudiando
P6240,4,Oficios del hogar
P6240,5,Incapacitado permanente para trabajar
P6240,6,Otra actividad
P6250,1,Sí
P6250,2,No
P6260,1,Sí
P6260,2,No
P6260S1,1,"Enfermedad, permiso o licencia"
P6260S1,2,Festivos
P6260S1,3,Vacaciones
P6260S1,4,Capacitación
P6260S1,5,Suspensión temporal del trabajo
P6260S1,6,Reducción de la actividad económica o cierre de la empresa
P6260S1,7,Razones climáticas o catástrofes naturales
P6260S1,8,"Otro, ¿cuál?"
P6270,1,Sí
P6270,2,No
P6280,1,Sí
P6280,2,No
P6290,1,"Pidió ayuda a familiares, amigos, colegas"
P6290,2,"Visitó, llevó o envió hojas de vida a empresas o empleadores"
P6290,3,"Visitó, llevó o envió hojas de vida a bolsas de empleo o intermediarios"
P6290,4,Puso o consulto avisos clasificados
P6290,5,Se presentó a convocatorias
P6290,6,Hizo preparativos para iniciar un negocio
P6290,7,Otro medio
P6290,9,"No sabe, no informa"
P6300,1,Sí
P6300,2,No
P6310,1,Ya encontró trabajo
P6310,10,Responsabilidades familiares
P6310,11,Problemas de salud
P6310,12,Está estudiando
P6310,13,Otro
P6310,2,No hay trabajo disponible en la ciudad ó región / no encuentra trabajo en su oficio o profesión
P6310,3,Está esperando que lo llamen o esperando temporada alta
P6310,4,No sabe como buscarlo
P6310,5,Está cansado de buscar
P6310,6,Carece de la experiencia necesaria
P6310,7,No tiene recursos para instalar un negocio
P6310,8,Los empleadores lo consideran muy joven o muy viejo
P6310,9,Usted se considera muy joven o muy viejo
P6320,1,Sí
P6320,2,No
P6330,1,Sí
P6330,2,No
P6340,1,Sí
P6340,2,No
P6351,1,Sí
P6351,2,No
P3373S3,10,Antártida
P3373S3,100,Bulgaria
P3373S3,104,Myanmar
P3373S3,108,Burundi
P3373S3,112,Belarús
P3373S3,116,Camboya
P3373S3,12,Argelia
P3373S3,120,Camerún
P3373S3,124,Canadá
P3373S3,132,Cabo Verde
P3373S3,136,Islas Caimán
P3373S3,140,República Centroafricana
P3373S3,144,Sri Lanka
P3373S3,148,Chad
P3373S3,152,Chile
P3373S3,156,China
P3373S3,16,Samoa Americana
P3373S3,162,Isla Christmas
P3373S3,166,Islas Cocos (Keeling)
P3373S3,170,Colombia
P3373S3,174,Comoras
P3373S3,175,Mayotte
P3373S3,178,Congo
P3373S3,180,República Democrática del Congo
P3373S3,184,Islas Cook
P3373S3,188,Costa Rica
P3373S3,191,Croacia
P3373S3,192,Cuba
P3373S3,196,Chipre
P3373S3,20,Andorra
P3373S3,203,Chequia
P3373S3,204,Benin
P3373S3,208,Dinamarca
P3373S3,212,Dominica
P3373S3,214,República Dominicana
P3373S3,218,Ecuador
P3373S3,222,El Salvador
P3373S3,226,Guinea Ecuatorial
P3373S3,231,Etiopía
P3373S3,232,Eritrea
P3373S3,233,Estonia
P3373S3,234,Islas Feroe
P3373S3,238,Islas Malvinas (Falkland)
P3373S3,239,Georgia del Sur y las Islas Sandwich del Sur
P3373S3,24,Angola
P3373S3,242,Fiji
P3373S3,246,Finlandia
P3373S3,248,Islas Åland
P3373S3,250,Francia
P3373S3,254,Guayana Francesa
P3373S3,258,Polinesia Francesa
P3373S3,260,Territorio de las Tierras Australes Francesas
P3373S3,262,Djibouti
P3373S3,266,Gabón
P3373S3,268,Georgia
P3373S3,270,Gambia
P3373S3,275,Estado de Palestina
P3373S3,276,Alemania
P3373S3,28,Antigua y Barbuda
P3373S3,288,Ghana
P3373S3,292,Gibraltar
P3373S3,296,Kiribati
P3373S3,300,Grecia
P3373S3,304,Groenlandia
P3373S3,308,Granada
P3373S3,31,Azerbaiyán
P3373S3,312,Guadalupe
P3373S3,316,Guam
P3373S3,32,Argentina
P3373S3,320,Guatemala
P3373S3,324,Guinea
P3373S3,328,Guyana
P3373S3,332,Haití
P3373S3,334,Islas Heard y McDonald
P3373S3,336,Santa Sede
P3373S3,340,Honduras
P3373S3,344,"China, región administrativa especial de Hong Kong"
P3373S3,348,Hungría
P3373S3,352,Islandia
P3373S3,356,India
P3373S3,36,Australia
P3373S3,360,Indonesia
P3373S3,364,Irán
P3373S3,368,Iraq
P3373S3,372,Irlanda
P3373S3,376,Israel
P3373S3,380,Italia
P3373S3,384,Costa de Marfil
P3373S3,388,Jamaica
P3373S3,392,Japón
P3373S3,398,Kazajstán
P3373S3,4,Afganistán
P3373S3,40,Austria
P3373S3,400,Jordania
P3373S3,404,Kenya
P3373S3,408,República Popular Democrática de Corea
P3373S3,410,República de Corea
P3373S3,414,Kuwait
P3373S3,417,Kirguistán
P3373S3,418,República Democrática Popular Lao
P3373S3,422,Líbano
P3373S3,426,Lesotho
P3373S3,428,Letonia
P3373S3,430,Liberia
P3373S3,434,Libia
P3373S3,438,Liechtenstein
P3373S3,44,Bahamas
P3373S3,440,Lituania
P3373S3,442,Luxemburgo
P3373S3,446,"China, región administrativa especial de Macao"
P3373S3,450,Madagascar
P3373S3,454,Malawi
P3373S3,458,Malasia
P3373S3,462,Maldivas
P3373S3,466,Malí
P3373S3,470,Malta
P3373S3,474,Martinica
P3373S3,478,Mauritania
P3373S3,48,Bahrein
P3373S3,480,Mauricio
P3373S3,484,México
P3373S3,492,Mónaco
P3373S3,496,Mongolia
P3373S3,498,República de Moldova
P3373S3,499,Montenegro
P3373S3,50,Bangladesh
P3373S3,500,Montserrat
P3373S3,504,Marruecos
P3373S3,508,Mozambique
P3373S3,51,Armenia
P3373S3,512,Omán
P3373S3,516,Namibia
P3373S3,52,Barbados
P3373S3,520,Nauru
P3373S3,524,Nepal
P3373S3,528,Países Bajos
P3373S3,531,Curazao
P3373S3,533,Aruba
P3373S3,534,San Martín (parte Holandesa)
P3373S3,535,"Bonaire, San Eustaquio y Saba"
P3373S3,540,Nueva Caledonia
P3373S3,548,Vanuatu
P3373S3,554,Nueva Zelandia
P3373S3,558,Nicaragua
P3373S3,56,Bélgica
P3373S3,562,Níger
P3373S3,566,Nigeria
P3373S3,570,Niue
P3373S3,574,Isla Norfolk
P3373S3,578,Noruega
P3373S3,580,Islas Marianas Septentrionales
P3373S3,581,Islas menores alejadas de Estados Unidos
P3373S3,583,Micronesia (Estados Federados de)
P3373S3,584,Islas Marshall
P3373S3,585,Palau
P3373S3,586,Pakistán
P3373S3,591,Panamá
P3373S3,598,Papua Nueva Guinea
P3373S3,60,Bermuda
P3373S3,600,Paraguay
P3373S3,604,Perú
P3373S3,608,Filipinas
P3373S3,612,Pitcairn
P3373S3,616,Polonia
P3373S3,620,Portugal
P3373S3,624,Guinea-Bissau
P3373S3,626,Timor-Leste
P3373S3,630,Puerto Rico
P3373S3,634,Qatar
P3373S3,638,Reunión
P3373S3,64,Bhután
P3373S3,642,Rumania
P3373S3,643,Federación de Rusia
P3373S3,646,Rwanda
P3373S3,652,San Barthélemy
P3373S3,654,Santa Elena
P3373S3,659,Saint Kitts y Nevis
P3373S3,660,Anguila
P3373S3,662,Santa Lucía
P3373S3,663,San Martín (parte francesa)
P3373S3,666,San Pedro y Miquelón
P3373S3,670,San Vicente y las Granadinas
P3373S3,674,San Marino
P3373S3,678,Santo Tomé y Príncipe
P3373S3,68,Bolivia
P3373S3,680,Sark
P3373S3,682,Arabia Saudita
P3373S3,686,Senegal
P3373S3,688,Serbia
P3373S3,690,Seychelles
P3373S3,694,Sierra Leona
P3373S3,70,Bosnia y Herzegovina
P3373S3,702,Singapur
P3373S3,703,Eslovaquia
P3373S3,704,Viet Nam
P3373S3,705,Eslovenia
P3373S3,706,Somalia
P3373S3,710,Sudáfrica
P3373S3,716,Zimbabwe
P3373S3,72,Botswana
P3373S3,724,España
P3373S3,728,Sudán del Sur
P3373S3,729,Sudán
P3373S3,732,Sáhara Occidental
P3373S3,74,Isla Bouvet
P3373S3,740,Suriname
P3373S3,744,Islas Svalbard y Jan Mayen
P3373S3,748,Eswatini
P3373S3,752,Suecia
P3373S3,756,Suiza
P3373S3,76,Brasil
P3373S3,760,República Árabe Siria
P3373S3,762,Tayikistán
P3373S3,764,Tailandia
P3373S3,768,Togo
P3373S3,772,Tokelau
P3373S3,776,Tonga
P3373S3,780,Trinidad y Tabago
P3373S3,784,Emiratos Árabes Unidos
P3373S3,788,Túnez
P3373S3,792,Turquía
P3373S3,795,Turkmenistán
P3373S3,796,Islas Turcas y Caicos
P3373S3,798,Tuvalu
P3373S3,8,Albania
P3373S3,800,Uganda
P3373S3,804,Ucrania
P3373S3,807,Macedonia del Norte
P3373S3,818,Egipto
P3373S3,826,Reino Unido de Gran Bretaña e Irlanda del Norte
P3373S3,831,Guernsey
P3373S3,832,Jersey
P3373S3,833,Isla de Man
P3373S3,834,República Unida de Tanzanía
P3373S3,84,Belice
P3373S3,840,Estados Unidos de América
P3373S3,850,Islas Vírgenes de los Estados Unidos
P3373S3,854,Burkina Faso
P3373S3,858,Uruguay
P3373S3,86,Territorio Británico del Océano Índico
P3373S3,860,Uzbekistán
P3373S3,862,Venezuela
P3373S3,876,Islas Wallis y Futuna
P3373S3,882,Samoa
P3373S3,887,Yemen
P3373S3,894,Zambia
P3373S3,90,Islas Salomón
P3373S3,92,Islas Vírgenes Británicas
P3373S3,96,Brunei Darussalam
P3374S1,10,Antártida
P3374S1,100,Bulgaria
P3374S1,104,Myanmar
P3374S1,108,Burundi
P3374S1,112,Belarús
P3374S1,116,Camboya
P3374S1,12,Argelia
P3374S1,120,Camerún
P3374S1,124,Canadá
P3374S1,132,Cabo Verde
P3374S1,136,Islas Caimán
P3374S1,140,República Centroafricana
P3374S1,144,Sri Lanka
P3374S1,148,Chad
P3374S1,152,Chile
P3374S1,156,China
P3374S1,16,Samoa Americana
P3374S1,162,Isla Christmas
P3374S1,166,Islas Cocos (Keeling)
P3374S1,170,Colombia
P3374S1,174,Comoras
P3374S1,175,Mayotte
P3374S1,178,Congo
P3374S1,180,República Democrática del Congo
P3374S1,184,Islas Cook
P3374S1,188,Costa Rica
P3374S1,191,Croacia
P3374S1,192,Cuba
P3374S1,196,Chipre
P3374S1,20,Andorra
P3374S1,203,Chequia
P3374S1,204,Benin
P3374S1,208,Dinamarca
P3374S1,212,Dominica
P3374S1,214,República Dominicana
P3374S1,218,Ecuador
P3374S1,222,El Salvador
P3374S1,226,Guinea Ecuatorial
P3374S1,231,Etiopía
P3374S1,232,Eritrea
P3374S1,233,Estonia
P3374S1,234,Islas Feroe
P3374S1,238,Islas Malvinas (Falkland)
P3374S1,239,Georgia del Sur y las Islas Sandwich del Sur
P3374S1,24,Angola
P3374S1,242,Fiji
P3374S1,246,Finlandia
P3374S1,248,Islas Åland
P3374S1,250,Francia
P3374S1,254,Guayana Francesa
P3374S1,258,Polinesia Francesa
P3374S1,260,Territorio de las Tierras Australes Francesas
P3374S1,262,Djibouti
P3374S1,266,Gabón
P3374S1,268,Georgia
P3374S1,270,Gambia
P3374S1,275,Estado de Palestina
P3374S1,276,Alemania
P3374S1,28,Antigua y Barbuda
P3374S1,288,Ghana
P3374S1,292,Gibraltar
P3374S1,296,Kiribati
P3374S1,300,Grecia
P3374S1,304,Groenlandia
P3374S1,308,Granada
P3374S1,31,Azerbaiyán
P3374S1,312,Guadalupe
P3374S1,316,Guam
P3374S1,32,Argentina
P3374S1,320,Guatemala
P3374S1,324,Guinea
P3374S1,328,Guyana
P3374S1,332,Haití
P3374S1,334,Islas Heard y McDonald
P3374S1,336,Santa Sede
P3374S1,340,Honduras
P3374S1,344,"China, región administrativa especial de Hong Kong"
P3374S1,348,Hungría
P3374S1,352,Islandia
P3374S1,356,India
P3374S1,36,Australia
P3374S1,360,Indonesia
P3374S1,364,Irán
P3374S1,368,Iraq
P3374S1,372,Irlanda
P3374S1,376,Israel
P3374S1,380,Italia
P3374S1,384,Costa de Marfil
P3374S1,388,Jamaica
P3374S1,392,Japón
P3374S1,398,Kazajstán
P3374S1,4,Afganistán
P3374S1,40,Austria
P3374S1,400,Jordania
P3374S1,404,Kenya
P3374S1,408,República Popular Democrática de Corea
P3374S1,410,República de Corea
P3374S1,414,Kuwait
P3374S1,417,Kirguistán
P3374S1,418,República Democrática Popular Lao
P3374S1,422,Líbano
P3374S1,426,Lesotho
P3374S1,428,Letonia
P3374S1,430,Liberia
P3374S1,434,Libia
P3374S1,438,Liechtenstein
P3374S1,44,Bahamas
P3374S1,440,Lituania
P3374S1,442,Luxemburgo
P3374S1,446,"China, región administrativa especial de Macao"
P3374S1,450,Madagascar
P3374S1,454,Malawi
P3374S1,458,Malasia
P3374S1,462,Maldivas
P3374S1,466,Malí
P3374S1,470,Malta
P3374S1,474,Martinica
P3374S1,478,Mauritania
P3374S1,48,Bahrein
P3374S1,480,Mauricio
P3374S1,484,México
P3374S1,492,Mónaco
P3374S1,496,Mongolia
P3374S1,498,República de Moldova
P3374S1,499,Montenegro
P3374S1,50,Bangladesh
P3374S1,500,Montserrat
P3374S1,504,Marruecos
P3374S1,508,Mozambique
P3374S1,51,Armenia
P3374S1,512,Omán
P3374S1,516,Namibia
P3374S1,52,Barbados
P3374S1,520,Nauru
P3374S1,524,Nepal
P3374S1,528,Países Bajos
P3374S1,531,Curazao
P3374S1,533,Aruba
P3374S1,534,San Martín (parte Holandesa)
P3374S1,535,"Bonaire, San Eustaquio y Saba"
P3374S1,540,Nueva Caledonia
P3374S1,548,Vanuatu
P3374S1,554,Nueva Zelandia
P3374S1,558,Nicaragua
P3374S1,56,Bélgica
P3374S1,562,Níger
P3374S1,566,Nigeria
P3374S1,570,Niue
P3374S1,574,Isla Norfolk
P3374S1,578,Noruega
P3374S1,580,Islas Marianas Septentrionales
P3374S1,581,Islas menores alejadas de Estados Unidos
P3374S1,583,Micronesia (Estados Federados de)
P3374S1,584,Islas Marshall
P3374S1,585,Palau
P3374S1,586,Pakistán
P3374S1,591,Panamá
P3374S1,598,Papua Nueva Guinea
P3374S1,60,Bermuda
P3374S1,600,Paraguay
P3374S1,604,Perú
P3374S1,608,Filipinas
P3374S1,612,Pitcairn
P3374S1,616,Polonia
P3374S1,620,Portugal
P3374S1,624,Guinea-Bissau
P3374S1,626,Timor-Leste
P3374S1,630,Puerto Rico
P3374S1,634,Qatar
P3374S1,638,Reunión
P3374S1,64,Bhután
P3374S1,642,Rumania
P3374S1,643,Federación de Rusia
P3374S1,646,Rwanda
P3374S1,652,San Barthélemy
P3374S1,654,Santa Elena
P3374S1,659,Saint Kitts y Nevis
P3374S1,660,Anguila
P3374S1,662,Santa Lucía
P3374S1,663,San Martín (parte francesa)
P3374S1,666,San Pedro y Miquelón
P3374S1,670,San Vicente y las Granadinas
P3374S1,674,San Marino
P3374S1,678,Santo Tomé y Príncipe
P3374S1,68,Bolivia
P3374S1,680,Sark
P3374S1,682,Arabia Saudita
P3374S1,686,Senegal
P3374S1,688,Serbia
P3374S1,690,Seychelles
P3374S1,694,Sierra Leona
P3374S1,70,Bosnia y Herzegovina
P3374S1,702,Singapur
P3374S1,703,Eslovaquia
P3374S1,704,Viet Nam
P3374S1,705,Eslovenia
P3374S1,706,Somalia
P3374S1,710,Sudáfrica
P3374S1,716,Zimbabwe
P3374S1,72,Botswana
P3374S1,724,España
P3374S1,728,Sudán del Sur
P3374S1,729,Sudán
P3374S1,732,Sáhara Occidental
P3374S1,74,Isla Bouvet
P3374S1,740,Suriname
P3374S1,744,Islas Svalbard y Jan Mayen
P3374S1,748,Eswatini
P3374S1,752,Suecia
P3374S1,756,Suiza
P3374S1,76,Brasil
P3374S1,760,República Árabe Siria
P3374S1,762,Tayikistán
P3374S1,764,Tailandia
P3374S1,768,Togo
P3374S1,772,Tokelau
P3374S1,776,Tonga
P3374S1,780,Trinidad y Tabago
P3374S1,784,Emiratos Árabes Unidos
P3374S1,788,Túnez
P3374S1,792,Turquía
P3374S1,795,Turkmenistán
P3374S1,796,Islas Turcas y Caicos
P3374S1,798,Tuvalu
P3374S1,8,Albania
P3374S1,800,Uganda
P3374S1,804,Ucrania
P3374S1,807,Macedonia del Norte
P3374S1,818,Egipto
P3374S1,826,Reino Unido de Gran Bretaña e Irlanda del Norte
P3374S1,831,Guernsey
P3374S1,832,Jersey
P3374S1,833,Isla de Man
P3374S1,834,República Unida de Tanzanía
P3374S1,84,Belice
P3374S1,840,Estados Unidos de América
P3374S1,850,Islas Vírgenes de los Estados Unidos
P3374S1,854,Burkina Faso
P3374S1,858,Uruguay
P3374S1,86,Territorio Británico del Océano Índico
P3374S1,860,Uzbekistán
P3374S1,862,Venezuela
P3374S1,876,Islas Wallis y Futuna
P3374S1,882,Samoa
P3374S1,887,Yemen
P3374S1,894,Zambia
P3374S1,90,Islas Salomón
P3374S1,92,Islas Vírgenes Británicas
P3374S1,96,Brunei Darussalam
P3374S2,10,Antártida
P3374S2,100,Bulgaria
P3374S2,104,Myanmar
P3374S2,108,Burundi
P3374S2,112,Belarús
P3374S2,116,Camboya
P3374S2,12,Argelia
P3374S2,120,Camerún
P3374S2,124,Canadá
P3374S2,132,Cabo Verde
P3374S2,136,Islas Caimán
P3374S2,140,República Centroafricana
P3374S2,144,Sri Lanka
P3374S2,148,Chad
P3374S2,152,Chile
P3374S2,156,China
P3374S2,16,Samoa Americana
P3374S2,162,Isla Christmas
P3374S2,166,Islas Cocos (Keeling)
P3374S2,170,Colombia
P3374S2,174,Comoras
P3374S2,175,Mayotte
P3374S2,178,Congo
P3374S2,180,República Democrática del Congo
P3374S2,184,Islas Cook
P3374S2,188,Costa Rica
P3374S2,191,Croacia
P3374S2,192,Cuba
P3374S2,196,Chipre
P3374S2,20,Andorra
P3374S2,203,Chequia
P3374S2,204,Benin
P3374S2,208,Dinamarca
P3374S2,212,Dominica
P3374S2,214,República Dominicana
P3374S2,218,Ecuador
P3374S2,222,El Salvador
P3374S2,226,Guinea Ecuatorial
P3374S2,231,Etiopía
P3374S2,232,Eritrea
P3374S2,233,Estonia
P3374S2,234,Islas Feroe
P3374S2,238,Islas Malvinas (Falkland)
P3374S2,239,Georgia del Sur y las Islas Sandwich del Sur
P3374S2,24,Angola
P3374S2,242,Fiji
P3374S2,246,Finlandia
P3374S2,248,Islas Åland
P3374S2,250,Francia
P3374S2,254,Guayana Francesa
P3374S2,258,Polinesia Francesa
P3374S2,260,Territorio de las Tierras Australes Francesas
P3374S2,262,Djibouti
P3374S2,266,Gabón
P3374S2,268,Georgia
P3374S2,270,Gambia
P3374S2,275,Estado de Palestina
P3374S2,276,Alemania
P3374S2,28,Antigua y Barbuda
P3374S2,288,Ghana
P3374S2,292,Gibraltar
